,text,predicted_posize,value_posize,predicted_podisease,value_podisease,predicted_poage,value_poage,predicted_poss,value_poss,predicted_prdisease,value_prdisease,predicted_pogender,value_pogender,predicted_poprocedure,value_poprocedure,predicted_prss,value_prss,predicted_potreatment,value_potreatment,predicted_pophyconditon,value_pophyconditon,predicted_prbehavior,value_prbehavior,predicted_pomedhistory,value_pomedhistory,predicted_poclinical,value_poclinical,predicted_iprocedure,value_iprocedure,predicted_idiagnostic,value_idiagnostic,predicted_idisease,value_idisease,predicted_idiagnostictest,value_idiagnostictest,predicted_iss,value_iss,predicted_otreatment,value_otreatment,predicted_opatient,value_opatient
1646,randomized into the misoprostol or dinoprostone groups,0.101575345,0,0.104661562,0,0.068671234,0,0.066558331,0,0.085316777,0,0.059434365,0,0.047084764,0,0.047674958,0,0.046498206,0,0.061473459,0,0.03651968,0,0.049112651,0,0.057235502,0,0.559056103,1,0.10313566,0,0.050312188,0,0.066210769,0,0.07493452,0,0.130418673,0,0.083531804,0
1647,received a median of 9 range 2e11 doses median dose 340 mg range 40e460 mg,0.10303206,0,0.113351084,0,0.077651322,0,0.070121802,0,0.073678955,0,0.056608573,0,0.044728003,0,0.04551379,0,0.046099719,0,0.059751257,0,0.035639953,0,0.050148997,0,0.056713592,0,0.515478909,1,0.09746071,0,0.045425888,0,0.063948534,0,0.070367426,0,0.112108618,0,0.083708555,0
1648,three fourths of the women had a bishop score of 3 or less at baseline,0.071546763,0,0.111638069,0,0.049797539,0,0.074170806,0,0.071347035,0,0.05306888,0,0.053546514,0,0.046239775,0,0.038970124,0,0.070755936,0,0.032651905,0,0.03511757,0,0.039834581,0,0.175519183,0,0.080982216,0,0.045501333,0,0.048717391,0,0.061593957,0,0.212139159,0,0.091844127,1
1649,proportions achieving vaginal delivery within 24 hours were similar between groups,0.062660776,0,0.100979269,0,0.051863965,0,0.076183669,0,0.086361729,0,0.055625603,0,0.06437967,0,0.054152586,0,0.041016113,0,0.078478299,0,0.035600852,0,0.037294716,0,0.041461743,0,0.153089419,0,0.093139581,0,0.054455329,0,0.052795358,0,0.069120325,0,0.287737399,0,0.108535916,1
1650,proportions were similar between groups for women with indications for induction,0.069603786,0,0.10418728,0,0.055071171,0,0.078931727,0,0.091291957,0,0.056653749,0,0.066356443,0,0.059156008,0,0.044200968,0,0.079696774,0,0.036946215,0,0.039107792,0,0.044541128,0,0.134182096,0,0.093789674,0,0.059341129,0,0.053861395,0,0.074388832,0,0.318900555,0,0.116505235,1
1651,the difference was not statistically significant,0.061980307,0,0.097498938,0,0.05629861,0,0.085004121,0,0.101496786,0,0.064853385,0,0.076519631,0,0.060844451,0,0.044581693,0,0.08831463,0,0.039254472,0,0.043796744,0,0.043794032,0,0.148178786,0,0.097905651,0,0.063503601,0,0.059228104,0,0.07675191,0,0.353219211,0,0.124056421,1
1652,the induction success was similar,0.062635154,0,0.093806788,0,0.056721456,0,0.084766157,0,0.103404753,0,0.06539081,0,0.07677114,0,0.061175097,0,0.044170193,0,0.087997079,0,0.03980672,0,0.0435808,0,0.043667439,0,0.153620824,0,0.09927655,0,0.064494081,0,0.060445964,0,0.077108316,0,0.364560276,1,0.122001804,0
1653,similar proportions of patients treated with oxytocin were successfully induced in both groups,0.06802503,0,0.101362623,0,0.054028891,0,0.077809185,0,0.093137041,0,0.055565376,0,0.064994469,0,0.058636166,0,0.043058466,0,0.076973975,0,0.036553152,0,0.039104097,0,0.044302274,0,0.142165855,0,0.093156911,0,0.059083838,0,0.054324482,0,0.074578777,0,0.32179001,0,0.111455984,1
1654,cesarean deliveries were performed less than 24 hours after treatment in 7 subjects,0.068421967,0,0.10287106,0,0.048161052,0,0.06575536,0,0.071710616,0,0.049039889,0,0.048438825,0,0.043160073,0,0.037466981,0,0.061213158,0,0.031109406,0,0.034110039,0,0.039789524,0,0.27333957,0,0.083911866,0,0.043198656,0,0.050475713,0,0.058707837,0,0.171542734,0,0.080882311,1
1655,was significantly greater for nulliparous women in the misoprostol group 24 of 51 58 5 compared with the dinoprostone group,0.06927678,0,0.09678705,0,0.055995848,0,0.07730636,0,0.097976908,0,0.057007648,0,0.066201426,0,0.062218789,0,0.04469404,0,0.077418067,0,0.038459688,0,0.040721573,0,0.045833044,0,0.147349507,0,0.098340817,0,0.062779151,0,0.056439858,0,0.078806654,0,0.346461922,0,0.114816748,1
1656,36 patients,0.315621853,1,0.167850256,0,0.113841161,0,0.090073816,0,0.083125211,0,0.082578234,0,0.049761474,0,0.060740478,0,0.064306624,0,0.071397893,0,0.045135725,0,0.060922109,0,0.060079243,0,0.199350655,0,0.091201924,0,0.058844063,0,0.074227586,0,0.076325133,0,0.135297775,0,0.104191937,0
1657,with systemic cardiovascular disease,0.119271718,0,0.151509851,1,0.069106363,0,0.084251694,0,0.064415507,0,0.057866931,0,0.048871264,0,0.048226207,0,0.046483479,0,0.070911981,0,0.037546571,0,0.040314708,0,0.047313184,0,0.16638881,0,0.077999666,0,0.044274207,0,0.054346595,0,0.063213356,0,0.138632998,0,0.084072292,0
1658,80 patients,0.337440372,1,0.177778617,0,0.121744469,0,0.092261031,0,0.087815002,0,0.083807379,0,0.051021092,0,0.064925626,0,0.069272459,0,0.073057897,0,0.04674834,0,0.064355962,0,0.063416727,0,0.201518714,0,0.093634002,0,0.062304772,0,0.075750828,0,0.080176145,0,0.135833055,0,0.106552735,0
1659,42 men,0.247905716,1,0.147285029,0,0.105140746,0,0.086401902,0,0.072141595,0,0.085073724,0,0.047615647,0,0.049506869,0,0.052741267,0,0.070147373,0,0.042733196,0,0.05678276,0,0.054694042,0,0.198634669,0,0.082829759,0,0.049209818,0,0.070863068,0,0.067471914,0,0.12749663,0,0.100005977,0
1660,men,0.086376354,0,0.109912589,0,0.059566673,0,0.085188404,0,0.077993929,0,0.083660647,1,0.068519503,0,0.051805139,0,0.041046921,0,0.088250317,0,0.040107492,0,0.041444167,0,0.041026682,0,0.186930507,0,0.08222463,0,0.04950821,0,0.060955837,0,0.064038604,0,0.193812475,0,0.106509544,0
1661,mean age 70 years,0.20634152,0,0.171175033,0,0.136456028,1,0.09779337,0,0.069819108,0,0.080739833,0,0.047283478,0,0.053430982,0,0.06120434,0,0.073318608,0,0.047585454,0,0.064156286,0,0.066128992,0,0.179708108,0,0.087124206,0,0.049204852,0,0.069826849,0,0.070980757,0,0.110178299,0,0.101368017,0
1662,40 patients,0.312622786,1,0.167764559,0,0.114673942,0,0.089827888,0,0.082847871,0,0.082504846,0,0.049622711,0,0.06036393,0,0.064131998,0,0.071084566,0,0.045020025,0,0.061124209,0,0.06007373,0,0.198504657,0,0.090332329,0,0.058153089,0,0.07372351,0,0.076236613,0,0.133406222,0,0.103363156,0
1663,receive pre and postinterventional therapy with aspirin and clopidogrel,0.09837573,0,0.106908046,0,0.068755485,0,0.068010911,0,0.08639989,0,0.059597414,0,0.048690151,0,0.048344582,0,0.047027182,0,0.062995531,0,0.037485335,0,0.049575094,0,0.057343237,0,0.564036071,1,0.105975062,0,0.051526401,0,0.066785038,0,0.074555613,0,0.130411372,0,0.08378271,0
1664,discontinuation of clopidogrel,0.06604328,0,0.100217871,0,0.046608523,0,0.068384305,0,0.082384795,0,0.050741479,0,0.055478156,0,0.047647249,0,0.038307436,0,0.065528177,0,0.032121971,0,0.033740737,0,0.039869305,0,0.206128597,1,0.086845413,0,0.048923057,0,0.050566155,0,0.064994819,0,0.237227336,0,0.09163972,0
1665,dual antiplatelet therapy,0.090057902,0,0.104682319,0,0.057643611,0,0.063500255,0,0.0772136,0,0.054089867,0,0.044817399,0,0.043389842,0,0.040317312,0,0.058510676,0,0.032657586,0,0.04001499,0,0.04632315,0,0.448836714,1,0.090035237,0,0.044050604,0,0.057946246,0,0.063813515,0,0.13138251,0,0.077763312,0
1666,with peripheral vascular diseases,0.123665519,0,0.149242505,0,0.071256138,0,0.084014535,0,0.063621901,0,0.059574153,0,0.048395116,0,0.046674334,0,0.045372196,0,0.06958168,0,0.036867775,0,0.040842351,0,0.047233619,0,0.169960439,1,0.075878173,0,0.043193135,0,0.055156145,0,0.063055471,0,0.136104807,0,0.08368887,0
1667,had significantly lower target lesion revascularization tlr rates,0.06744688,0,0.102527261,0,0.056810528,0,0.082406297,0,0.099949092,0,0.056473896,0,0.069508366,0,0.064402193,0,0.046863344,0,0.081880279,0,0.039453287,0,0.040756382,0,0.04655299,0,0.133018523,0,0.098563366,0,0.06375958,0,0.056621596,0,0.080604866,0,0.348448753,1,0.119005874,0
1668,does not persist,0.068651281,0,0.106407933,0,0.0552896,0,0.085546881,0,0.086664952,0,0.062655635,0,0.070840709,0,0.057374198,0,0.042616747,0,0.084125295,0,0.039119966,0,0.039018679,0,0.042664219,0,0.134775743,0,0.089545295,0,0.057344045,0,0.054259602,0,0.072156183,0,0.294633031,1,0.114846766,0
1669,had significantly lower rates of tlr,0.064654753,0,0.105440818,0,0.056183577,0,0.085620984,0,0.092607364,0,0.060562965,0,0.072941102,0,0.060351975,0,0.0446335,0,0.08702822,0,0.038893417,0,0.040663283,0,0.043434743,0,0.129599199,0,0.094824493,0,0.060474608,0,0.055117805,0,0.076184779,0,0.319611967,1,0.120523833,0
1670,the induction of labor in full term live pregnancies,0.06725233,0,0.114500999,0,0.04939023,0,0.075647354,0,0.07447993,1,0.050988216,0,0.057468709,0,0.048823956,0,0.039324105,0,0.07371641,0,0.033759978,0,0.034424622,0,0.040578503,0,0.168599337,0,0.084599599,0,0.047174212,0,0.050601318,0,0.062286511,0,0.213021681,0,0.092618182,0
1671,184 women,0.301887691,1,0.162477553,0,0.114277467,0,0.088796631,0,0.078577466,0,0.087329179,0,0.048378356,0,0.054826561,0,0.060917269,0,0.071353666,0,0.045175459,0,0.062308852,0,0.060175017,0,0.205706477,0,0.088051416,0,0.054735329,0,0.074714459,0,0.073306911,0,0.129255652,0,0.107259639,0
1672,single live pregnancy,0.127365932,0,0.132648423,1,0.073598675,0,0.074916936,0,0.065139629,0,0.057706896,0,0.04209435,0,0.043862823,0,0.044769187,0,0.061255354,0,0.034859799,0,0.040628746,0,0.046462804,0,0.253386587,0,0.078896448,0,0.041018605,0,0.054380253,0,0.059408233,0,0.109405451,0,0.075606145,0
1673,women,0.092295721,0,0.110560775,0,0.06013215,0,0.083487034,0,0.074040033,0,0.081128031,1,0.063920252,0,0.049709011,0,0.040023353,0,0.083205529,0,0.039034337,0,0.040594555,0,0.040871114,0,0.189708784,0,0.078704767,0,0.047097784,0,0.059526145,0,0.062008243,0,0.179903686,0,0.101180956,0
1674,450 women,0.297052413,1,0.160231709,0,0.114050172,0,0.087700196,0,0.078307517,0,0.086459756,0,0.048444025,0,0.0552014,0,0.060119543,0,0.071174785,0,0.044493679,0,0.060914651,0,0.05976402,0,0.207614392,0,0.087811485,0,0.053980574,0,0.074555285,0,0.073742099,0,0.128555357,0,0.104912519,0
1675,200 women,0.296696007,1,0.161341846,0,0.112957016,0,0.087525859,0,0.078400448,0,0.08614172,0,0.048058022,0,0.054963537,0,0.059598885,0,0.071048267,0,0.044265732,0,0.060739085,0,0.059450109,0,0.209535256,0,0.087891571,0,0.053966511,0,0.074404396,0,0.073303558,0,0.128551364,0,0.104340538,0
1676,intermittent fetal auscultation or intrapartum cardiotocography,0.087820061,0,0.117970489,0,0.061550438,0,0.067260966,0,0.072509147,0,0.050819453,0,0.044380378,0,0.044467159,0,0.042964708,0,0.059850857,0,0.033231556,0,0.0399464,0,0.046790097,0,0.403824687,0,0.090188421,0,0.042421762,0,0.056035321,1,0.064134918,0,0.116653174,0,0.076790981,0
1677,receive a titrated oral misoprostol solution initial misoprostol dose 20 g hour dose increased by 20 g hour every 6 hours up to 80 g hour for a maximum of 48 doses,0.097899608,0,0.106610686,0,0.071782447,0,0.067166537,0,0.086517662,0,0.058275927,0,0.048502117,0,0.050290138,0,0.048699442,0,0.061635736,0,0.037330452,0,0.050373428,0,0.059180938,0,0.566964924,1,0.107357569,0,0.052885536,0,0.067204095,0,0.077412806,0,0.131681859,0,0.086489856,0
1678,randomly allocated to 2 groups designated a and b,0.114430889,0,0.112191036,0,0.07171955,0,0.064568855,0,0.078679152,0,0.057910778,0,0.043899793,0,0.045694903,0,0.04654732,0,0.056839921,0,0.034234446,0,0.046884064,0,0.054692131,0,0.507445097,1,0.097122215,0,0.046664614,0,0.060394064,0,0.069579951,0,0.113765307,0,0.080930151,0
1679,the initial dose of the oral solution was 20 g hour,0.097927704,0,0.104000099,0,0.068299145,0,0.067519777,0,0.086425357,0,0.062240977,0,0.048866756,0,0.047329683,0,0.046988133,0,0.063790046,0,0.037462797,0,0.05087753,0,0.05651091,0,0.562151551,1,0.103617616,0,0.051412649,0,0.066475205,0,0.0748372,0,0.132552937,0,0.087085091,0
1680,the vaginal tablet 25 g misoprostol or placebo was placed into the posterior fornix,0.097484753,0,0.105076335,0,0.068273142,0,0.066524699,0,0.085384615,0,0.059442721,0,0.047612324,0,0.049017817,0,0.046912525,0,0.061074935,0,0.036437053,0,0.04843431,0,0.055834629,0,0.551525056,1,0.10498938,0,0.050826825,0,0.064997055,0,0.075060844,0,0.128095865,0,0.083431073,0
1681,a non reassuring fetal heart rate fhr pattern,0.08696837,0,0.131387442,0,0.056953531,0,0.079974137,0,0.067443304,0,0.053069256,0,0.051149808,0,0.049115043,0,0.043408118,0,0.073433295,0,0.035412744,0,0.036233094,0,0.043507449,0,0.156457394,0,0.081107661,0,0.045074359,0,0.051401071,1,0.061125789,0,0.177589536,0,0.09013436,0
1682,randomly assigned to the oral misoprostol solution group and 100 to the vaginal misoprostol group,0.110325322,0,0.108964436,0,0.076029226,0,0.069326505,0,0.090559274,0,0.062451541,0,0.049731564,0,0.051196039,0,0.050580226,0,0.063250743,0,0.038971148,0,0.054372817,0,0.062619686,0,0.598438859,1,0.112183064,0,0.05452494,0,0.069948778,0,0.08090093,0,0.128855273,0,0.087316781,0
1683,preferred the oral solution,0.075827494,0,0.100867607,0,0.051432956,0,0.065633386,0,0.074417055,0,0.053294722,0,0.047315646,0,0.041892067,0,0.037774879,0,0.06193579,0,0.031367593,0,0.037214957,0,0.041129526,0,0.36449191,0,0.08458519,0,0.042261191,0,0.05558148,0,0.059874739,0,0.144923836,0,0.081619032,1
1684,44 47 8 delivered within 24 hours in the oral group,0.090951733,0,0.104900777,0,0.058466703,0,0.062834539,0,0.073086932,0,0.051668942,0,0.044149786,0,0.04300651,0,0.041270062,0,0.056344632,0,0.031835508,0,0.03765554,0,0.043878954,0,0.398116589,0,0.086540535,0,0.04229302,0,0.053317778,0,0.060599469,0,0.123928919,0,0.076584689,1
1685,69 5 95 ci 62 6 75 8 of the women reported that they would prefer the oral solution to the vaginal tablets,0.067134455,0,0.096787848,0,0.04854016,0,0.065503307,0,0.080507621,0,0.052451815,0,0.05472054,0,0.046550006,0,0.038116336,0,0.063138142,0,0.032152615,0,0.034106534,0,0.03884726,0,0.219791546,0,0.08925759,0,0.048571859,0,0.049199078,0,0.063558526,0,0.220572531,0,0.090902887,1
1686,a greater need for oxytocin in women using oral misoprostol 57,0.065708853,0,0.094452672,0,0.055828206,0,0.077843942,0,0.102794483,0,0.0565047,0,0.068136491,0,0.063158594,0,0.045298442,0,0.077366427,0,0.038927261,0,0.041838769,0,0.045585644,0,0.154531613,0,0.099624917,0,0.064728215,0,0.057952017,0,0.079114944,0,0.355716288,1,0.113896571,0
1687,gestational age 34 42 weeks,0.123992406,0,0.146920517,0,0.084988847,0,0.09009847,1,0.061021633,0,0.063119359,0,0.049073204,0,0.046294976,0,0.049369529,0,0.07399492,0,0.040092938,0,0.045847788,0,0.050987571,0,0.186963633,0,0.079104282,0,0.041968331,0,0.05743029,0,0.062074274,0,0.118382238,0,0.088926286,0
1688,the efficacy of oral with vaginal misoprostol for induction of labour,0.063561633,0,0.09290947,0,0.056046549,0,0.079081491,0,0.105457127,1,0.056370981,0,0.070243925,0,0.063756265,0,0.044852264,0,0.078331329,0,0.038967367,0,0.042217702,0,0.044868264,0,0.156696856,0,0.100844502,0,0.064851001,0,0.059149776,0,0.078897074,0,0.356139064,0,0.114984654,0
1689,singleton viable pregnancy,0.106783591,0,0.143653244,0,0.067463756,0,0.086457364,1,0.063141242,0,0.058481026,0,0.049502548,0,0.046522658,0,0.046004996,0,0.074222162,0,0.037658751,0,0.040444124,0,0.045170378,0,0.184206069,0,0.07802251,0,0.042623021,0,0.05432554,0,0.061397284,0,0.132463425,0,0.084881887,0
1690,primigravida,0.107513592,0,0.11918921,0,0.063092686,0,0.07879319,1,0.066434585,0,0.059300896,0,0.049284883,0,0.047079332,0,0.041774232,0,0.066162497,0,0.034844276,0,0.036922224,0,0.042680506,0,0.16593802,0,0.076835059,0,0.043289367,0,0.05230727,0,0.058667384,0,0.159235507,0,0.083956629,0
1691,group a n 100 who received oral tablet misoprostol 50 mcg 6 hourly for maximum four doses or group b n 100 who received vaginal tablet misoprostol 50 mcg 6 hourly for maximum four doses,0.11006628,0,0.112982661,0,0.082014494,0,0.071077131,0,0.090695485,0,0.062167227,0,0.050326761,0,0.053997755,0,0.053290997,0,0.063394509,0,0.039631136,0,0.057384539,0,0.065954424,0,0.604933739,1,0.116051577,0,0.055959206,0,0.071795188,0,0.084077306,0,0.123618267,0,0.090754807,0
1692,demographic profile,0.128819123,0,0.132282823,0,0.073643275,0,0.082750164,0,0.06199462,0,0.062930927,0,0.046256788,0,0.044447023,0,0.0432759,0,0.068646014,0,0.035728261,0,0.041971192,0,0.046008676,0,0.188560829,0,0.075824291,0,0.041482821,0,0.056289162,1,0.06049427,0,0.128645986,0,0.085247286,0
1693,gestational age,0.09980271,0,0.136253506,0,0.067763403,0,0.083797611,0,0.062346492,0,0.059616555,0,0.049721465,0,0.045231897,0,0.043321144,0,0.074401073,0,0.036946513,0,0.039955646,0,0.044550303,0,0.184579924,0,0.077342875,0,0.041927803,0,0.053769857,1,0.059166148,0,0.134270221,0,0.084229864,0
1694,number of doses required,0.079026505,0,0.106257953,0,0.05373174,0,0.067760117,0,0.068722323,0,0.053399108,0,0.046019088,0,0.041257594,0,0.037088245,0,0.062626667,0,0.03143426,0,0.03663915,0,0.039662354,0,0.312423259,0,0.080426469,0,0.040010143,0,0.052716035,1,0.056455068,0,0.13639605,0,0.079509661,0
1695,induction delivery interval,0.086294822,0,0.121105671,0,0.055525944,0,0.073420256,0,0.066854201,0,0.052754328,0,0.047644623,0,0.043865442,0,0.039378967,0,0.065293185,0,0.032890677,0,0.035357039,0,0.04053475,0,0.205242768,0,0.077785954,0,0.041251916,0,0.050198831,1,0.058318995,0,0.148293674,0,0.079454914,0
1696,mode of delivery,0.069513991,0,0.104716651,0,0.049386915,0,0.06929034,0,0.074854814,0,0.05294073,0,0.054330215,0,0.045577105,0,0.037698574,0,0.067379571,0,0.032335963,0,0.033803299,0,0.038866207,0,0.197209865,0,0.084334321,0,0.045330361,0,0.049753528,1,0.059822597,0,0.194654018,0,0.088918127,0
1697,feto maternal outcome,0.073964685,0,0.117212214,0,0.051491521,0,0.072680078,0,0.073736854,0,0.051432222,0,0.054138556,0,0.047064636,0,0.04031419,0,0.068319157,0,0.033972859,0,0.034173217,0,0.04039358,0,0.176726505,0,0.082096852,0,0.045831729,0,0.048685096,1,0.061762977,0,0.184489846,0,0.087848164,0
1698,vaginal misoprostol is preferable to oral misoprostol when used in equivalent dosage of 50 mcg,0.060779665,0,0.094811067,0,0.04664427,0,0.065281823,0,0.088560127,0,0.052108198,0,0.057913851,0,0.04831139,0,0.039376054,0,0.064220808,0,0.033967711,0,0.035118215,0,0.04116023,0,0.277166724,0,0.096217923,0,0.051749598,0,0.054291435,0,0.066950463,0,0.230425373,1,0.092030048,0
1699,the number of dosage required is less induction delivery interval is less less incidence of failed induction,0.065638036,0,0.099128984,0,0.055671219,0,0.081049085,0,0.100467995,0,0.059931479,0,0.070487238,0,0.061094414,0,0.045370772,0,0.08341381,0,0.038855549,0,0.040998287,0,0.0451423,0,0.145967484,0,0.097891651,0,0.062939309,0,0.057553515,0,0.077680171,0,0.360104173,1,0.118404604,0
1700,the mean induction delivery interval was significantly less in vaginal group,0.065075681,0,0.098791823,0,0.056347717,0,0.081978835,0,0.09929318,0,0.060948171,0,0.071717687,0,0.061266206,0,0.044704344,0,0.084408328,0,0.039190382,0,0.041125737,0,0.044631261,0,0.142113775,0,0.097247876,0,0.062397707,0,0.058073245,0,0.077082515,0,0.357610822,1,0.118846379,0
1701,aged 18 70 yr,0.151816458,0,0.141449794,0,0.09786471,1,0.085545599,0,0.060266454,0,0.066776395,0,0.044034488,0,0.045899004,0,0.04926414,0,0.066198774,0,0.038765017,0,0.049776707,0,0.051690698,0,0.229577869,0,0.080809124,0,0.040816788,0,0.059262361,0,0.062296793,0,0.101971231,0,0.087148897,0
1702,had ischemic chest pain for 30 min,0.080952831,0,0.123994693,0,0.055797186,0,0.073967218,0,0.064137183,0,0.049656935,0,0.046952933,0,0.04371069,0,0.04054638,0,0.066211157,1,0.032780275,0,0.036301557,0,0.04188155,0,0.229914427,0,0.078465268,0,0.040734269,0,0.050260693,0,0.058288936,0,0.14141725,0,0.079964191,0
1703,were admitted to hospital 24 hr after the onset of chest pain,0.083039097,0,0.114199594,0,0.060247283,0,0.068857312,0,0.067689367,0,0.051520634,0,0.044766374,0,0.043001693,0,0.041007407,1,0.061520725,0,0.032639414,0,0.039083626,0,0.04388994,0,0.358514011,0,0.085531287,0,0.040761724,0,0.053820767,0,0.060103457,0,0.116830662,0,0.07726799,0
1704,st segment elevation 1 mm in two consecutive leads in the limb leads or 2 mm in the precordial leads,0.062800519,0,0.110162355,0,0.049311914,0,0.073098525,0,0.076464064,0,0.051822457,0,0.056659307,0,0.047547407,0,0.039537143,0,0.072574064,1,0.033414558,0,0.034958351,0,0.040070727,0,0.185783848,0,0.086843364,0,0.046853326,0,0.04963417,0,0.063146509,0,0.211751908,0,0.091536865,0
1705,the superiority of mscs treatment compared with control group,0.06514892,0,0.095022015,0,0.058535252,0,0.083378658,0,0.106723048,1,0.061932564,0,0.074633919,0,0.065275133,0,0.04592564,0,0.0844898,0,0.040144023,0,0.043919753,0,0.045374408,0,0.143538326,0,0.100741051,0,0.066159911,0,0.059707202,0,0.080540791,0,0.369288087,0,0.121023774,0
