id,text,file_path,predicted_iprocedure,predicted_posize,predicted_podisease,predicted_otreatment,predicted_idiagnostic,predicted_opatient,predicted_prdisease,predicted_pogender,predicted_poage,predicted_idiagnostictest,predicted_iss,predicted_pophyconditon,predicted_poss,predicted_prss,predicted_poprocedure,predicted_potreatment,predicted_idisease,predicted_pomedhistory,predicted_prbehavior,predicted_poclinical,value_posize,value_podisease,value_iprocedure,value_iss,value_opatient,value_otreatment,value_prdisease,value_pogender,value_idiagnostic,value_idiagnostictest,value_poage,value_pophyconditon,value_idisease,value_prss,value_poss,value_potreatment,value_poprocedure,value_poclinical,value_prbehavior,value_pomedhistory,predicted_p,predicted_i,predicted_o,value_p,value_i,value_o
1055,exclusion criteria included a history of myocardial infarction mi or cabg significant valvular heart disease age over 80 years inability to give informed consent inability to participate in regular training due to residency work situation or comorbidity any known chronic inflammatory disease other than atherosclerosis or planned surgery within the next 6 months,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\19853690_element.csv,0.067884579,0.072547391,0.263078511,0.042567607,0.056811668,0.039508082,0.079448096,0.030834032,0.074163206,0.029296428,0.033465572,0.07690727,0.043472648,0.022873288,0.027814724,0.015877919,0.029303102,0.031990096,0.013995971,0.017741267,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.100751244,0.92573458,0.046271667,0,1,0
1056,the patients had stable n 36 or unstable angina n 4 and none had a prior myocardial infarction,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\19853690_element.csv,0.071747541,0.053697996,0.087178305,0.024026083,0.029096011,0.025051136,0.03660683,0.026420882,0.033706907,0.01958915,0.021098319,0.026834706,0.023454355,0.012590152,0.013325529,0.011294823,0.011805758,0.010773723,0.007437474,0.007039359,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044425137,0.046974022,0.947907507,0,0,1
1057,forty patients aged 59 2 9 5 years 7 women were consecutively enrolled after successful pci with stent implantation and randomized into 2 groups,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\19853690_element.csv,0.10903912,0.072339252,0.066849619,0.020987634,0.032300238,0.026144171,0.034725502,0.028572435,0.038867604,0.02321651,0.022092748,0.024877606,0.022090523,0.013827936,0.014920991,0.01211421,0.012434542,0.010824461,0.009588419,0.00788244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947645485,0.087646432,0.069140084,1,0,0
1058,patients were randomized to either a highintensity interval training program for 6 months or usual care,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\19853690_element.csv,0.30079934,0.052876506,0.032074891,0.029206516,0.031166857,0.024999203,0.027633989,0.024483493,0.018110894,0.018688094,0.018469593,0.016812945,0.018247852,0.013538133,0.012856157,0.013298053,0.011773837,0.009705034,0.008555357,0.01022408,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.929982662,0.102295689,0.049628299,1,0,0
1059,the training model included 10 minutes of warm up at 60 to 70 of maximal heart rate followed by 4 minute intervals at 80 to 90 of maximal heart rate when patients were riding an ergometric bicycle or were running,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\19853690_element.csv,0.426711112,0.063272648,0.034925621,0.029186418,0.040089626,0.028158989,0.031183822,0.031783618,0.022427699,0.024195606,0.023416858,0.019964244,0.021619994,0.016827455,0.015728397,0.017418541,0.015739577,0.01250158,0.011984569,0.013771357,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.938096046,0.129714638,0.046876393,1,0,0
1060,afterwards there was 5 minutes of cool down 10 minutes of abdominal and spine resistance exercises and 5 minutes of stretching and relaxing,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\19853690_element.csv,0.3895697,0.053039774,0.032582603,0.033742808,0.036713816,0.027938129,0.030856451,0.028325962,0.0189617,0.020722518,0.020965161,0.018814776,0.02040536,0.015066852,0.014562926,0.016210651,0.014922378,0.012597755,0.010230924,0.013513384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095841661,0.947675765,0.053602688,0,1,0
1061,exercise capacity measured as vo 2 consumption is the strongest independent predictor of all cause and cardiovascular mortality compared with other established risk factors in patients with cardiovascular disease,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\19853690_element.csv,0.037264012,0.031137154,0.036249779,0.486507654,0.032732911,0.101312995,0.041275546,0.020533321,0.023383077,0.021962354,0.034811351,0.026227592,0.022119518,0.023629496,0.019404491,0.020210119,0.016935686,0.012596337,0.014622441,0.012506219,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078012317,0.944190562,0.05775927,0,1,0
1062,our findings are consistent with the results of the etica trial 16 which found lower residual diameter stenosis and fewer cardiac events in the training group,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\19853690_element.csv,0.039163485,0.031590506,0.036672968,0.515436113,0.0337134,0.104410827,0.041502524,0.020757273,0.022859912,0.022322007,0.037073605,0.027205236,0.022900615,0.024370614,0.020318765,0.02075786,0.01725922,0.01338335,0.015018345,0.013305915,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061745774,0.938252747,0.101369016,0,1,0
1063,in the present study we focused on detailed analysis of lv systolic and diastolic function using transthoracic echocardiography and speckle tracking imaging during a 6 month a total of 60 patients with a first anterior wall stemi 18 women and 42 men age 56 9 years range 34 to 72 and a baseline lvef 40 were included in the present study,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\19892047_element.csv,0.094151586,0.076727107,0.116844669,0.023523632,0.042143147,0.029238839,0.053249031,0.037737131,0.060524538,0.030018888,0.027729841,0.036463898,0.031528007,0.017538035,0.020325258,0.014434117,0.016837839,0.015247016,0.011038207,0.009405825,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.058433719,0.047300283,0.962496996,0,0,1
1064,to investigate the effect of intracoronary injection of autologous mononuclear bone marrow stem cells bmscs in patients with st elevation myocardial infarction stemi on left ventricular lv systolic and diastolic function using standard echocardiography and 2 dimensional systolic strain,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\19892047_element.csv,0.060890667,0.056514438,0.151628897,0.031762883,0.041788261,0.029669782,0.055170279,0.026441915,0.047174275,0.021945164,0.025415588,0.044545431,0.032665391,0.016996499,0.017564438,0.013645592,0.017897125,0.017527932,0.009234195,0.009641808,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046351925,0.050597142,0.968163013,0,0,1
1065,all the patients were successfully treated with primary pci within 12 hours after the onset of symptoms,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\19892047_element.csv,0.126879811,0.048005413,0.039499409,0.023534754,0.025981028,0.022085477,0.025659533,0.021187928,0.020162478,0.017144812,0.017116712,0.016932897,0.016070345,0.011274586,0.011121337,0.010165693,0.009004114,0.007461647,0.006848679,0.006604922,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.910305202,0.216089621,0.022613268,1,0,0
1066,a total of 60 patients with first anterior wall stemi and lv ejection fraction of 40 treated with successful primary percutaneous coronary intervention were randomly assigned to the treatment group bmsc group or the control group in a 2 1 ratio,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\19892047_element.csv,0.311781228,0.069197163,0.0470048,0.020024369,0.038488846,0.02390662,0.031012191,0.030489167,0.026955983,0.023340631,0.021651074,0.020371433,0.02304267,0.014566485,0.015062416,0.013388288,0.01339322,0.011621842,0.010262445,0.010952034,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.934575438,0.102400303,0.048441529,1,0,0
1067,no differences were found in the baseline echocardiographic parameters of lv systolic and diastolic dysfunc tion the lv ejection fraction was 35 6 in the bmsc group similar to that in the control group 33 7 p 0 42,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\19892047_element.csv,0.042475879,0.035404544,0.034930151,0.508180499,0.036954511,0.114085943,0.039398443,0.021141054,0.02394207,0.023779375,0.039422635,0.027319398,0.023006782,0.028121529,0.021948608,0.021772472,0.018181181,0.012855914,0.016804598,0.013642903,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077618614,0.91216749,0.055448543,0,1,0
1068,the analysis of systolic function using the speckle tracking method showed a significant improvement in systolic myocardial velocities of the basal segments of lv in the bmsc group but not in the control group figure 1,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\19892047_element.csv,0.04010202,0.031920694,0.035842504,0.497803241,0.03455456,0.100500897,0.040166128,0.020488517,0.022138648,0.021868015,0.036735106,0.02666809,0.02223134,0.025269348,0.020348692,0.020685386,0.016852338,0.012652149,0.015338095,0.012641484,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299590826,0.890197694,0.016810125,0,1,0
1069,echocardiography was performed in all patients at baseline day 3 after primary pci and after 6 months of follow up with standard parasternal and apical views using a vivid 7 dimension system ge vingmed ultrasound as horten norway,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\19892047_element.csv,0.375794888,0.065343961,0.038610399,0.024228321,0.039316319,0.026163273,0.031347416,0.030621694,0.023900194,0.023157973,0.022219123,0.019492637,0.021864567,0.015827185,0.015192359,0.015190718,0.014378315,0.011450188,0.010936235,0.012110622,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.035310768,0.059695974,0.955637813,0,0,1
1070,in our study we assessed the lv function using the new echocardiographic method 2 dimensional speckle tracking myocardial velocity and strain analysis,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\19892047_element.csv,0.11271622,0.054918997,0.045992263,0.022065207,0.028037352,0.022520913,0.030092333,0.022858314,0.025895195,0.018838039,0.018267272,0.019634884,0.018008661,0.011873999,0.012169763,0.010462874,0.009635982,0.00841252,0.007707987,0.006824065,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.039513022,0.057093877,0.967569172,0,0,1
1071,our results have demonstrated that in patients with a large first anterior stemi intracoronary injection of autologous mononuclear bmscs 3 to 11 days after successful primary pci significantly improves both lv systolic and diastolic function at 6 months,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\19892047_element.csv,0.046113748,0.034408577,0.050933465,0.681066751,0.040660344,0.131605968,0.059031319,0.025789931,0.027739601,0.027827829,0.045877207,0.038191374,0.030205369,0.030350398,0.029363586,0.027832158,0.024981812,0.019255634,0.018576669,0.020488841,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074066602,0.949948192,0.071873724,0,1,0
1072,post hoc analyses from the reinfusion of enriched progenitor cells and infarct remodeling in acute myocardial infarction repair ami trial 10 suggested that bmsc therapy might be more beneficial to patients with more severely depressed lvef,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\19892047_element.csv,0.042484079,0.032728489,0.043190919,0.603696346,0.036881357,0.115714617,0.049897294,0.023537273,0.024802666,0.024670415,0.042936601,0.031446699,0.026506444,0.028128225,0.024694083,0.024105469,0.020420149,0.015920348,0.01640374,0.015947189,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108031482,0.934248507,0.039372884,0,1,0
1073,treatment of patients with heart failure increasingly involves social and economic issues and the requirements for this treatment grow increasingly more complex cardiomyocytes and once cell death has startedthey cannot be regenerated 1 june 24 2008 accepted july 16 2008 used the intracoronary route to inject autologous mononuclear bone marrow cells in a population of 10 patients after ami,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\19936457_element.csv,0.079862952,0.055016011,0.122579046,0.027467174,0.036499821,0.026018595,0.044992238,0.024853729,0.037453726,0.019695444,0.022930443,0.036463063,0.029091038,0.013887366,0.014622504,0.011986302,0.015428485,0.014146553,0.008038163,0.008777469,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048577853,0.046761483,0.965397716,0,0,1
1074,objective to carry out an echocardiographic analysis of the systolic function of patients with acute myocardial infarction after autologous mononuclear bone marrow cell transplantation ambmct as performed via the intracoronary and intravenous routes,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\19936457_element.csv,0.077705711,0.059761785,0.14324075,0.025997669,0.041874468,0.026844563,0.052603554,0.027212719,0.044298265,0.02157939,0.024685185,0.040950757,0.032515157,0.016132722,0.016658509,0.013077972,0.01661236,0.016757112,0.009247903,0.009564321,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059419341,0.041531727,0.963587344,0,0,1
1075,autologous bone marrow was aspirated from the posterior iliac crest under sedation and analgesia of the patients randomly assigned for the treatment group,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\19936457_element.csv,0.119253308,0.057447027,0.083098359,0.019836439,0.032794189,0.022953318,0.035641674,0.026390659,0.030721474,0.019344969,0.020509562,0.02581515,0.024637751,0.012335774,0.013289861,0.011094289,0.01227512,0.011466758,0.007814365,0.007920174,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.640721977,0.445930213,0.02255222,1,1,0
1076,within the third and sixth day after successful reperfusion of the ami related artery the eligible patients were randomized and assigned to three groups intracoronary route ag retrograde intravenous coronary route vg and control group cg in a 2 2 1 ratio respectively,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\19936457_element.csv,0.324227571,0.061622269,0.041822981,0.023437554,0.0385447,0.024773009,0.031265691,0.029056245,0.023209402,0.022129133,0.021566043,0.018788211,0.021521889,0.01518875,0.01413039,0.013824524,0.013489529,0.010411968,0.010324455,0.010852762,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.940383136,0.109364554,0.057237726,1,0,0
1077,the profile of bone marrow cells as well as the amount of cells used in this and other studies aiming at myocardial regeneration is variable although there is evidence suggesting that there is no preferable bone marrow cell population in the setting of intracoronary injection further analyses with a higher number of patients are necessary so that subanalyses comparing the performance of myocardial segments in the infarct area of patients treated with the infarct area of patients of the control group can be carried out,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\19936457_element.csv,0.033402886,0.030002683,0.040508844,0.179788947,0.026911994,0.05583806,0.035136156,0.018956346,0.021381566,0.017781721,0.027034789,0.022339154,0.016865158,0.017343819,0.013039327,0.014005674,0.012034222,0.008476342,0.009008162,0.00756632,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.088322915,0.949165106,0.055495463,0,1,0
1078,the procedure was considered safe since no cell transferrelated complications occurred,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\19936457_element.csv,0.074951842,0.035067808,0.036798231,0.033174232,0.021935238,0.022973046,0.025783749,0.017782055,0.016570045,0.014296615,0.016228355,0.016389482,0.014198318,0.010635634,0.00974835,0.009224555,0.007908789,0.006697221,0.005741881,0.005743294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106598765,0.944978774,0.041300051,0,1,0
1079,the inclusion criteria were first ami of anterior wall with st elevation within 12 h from symptom onset age between 35 and 70 and the absence of critical stenosis in other than left anterior descending lad which was infarct related artery ira,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\20022872_element.csv,0.042827725,0.049733222,0.136768535,0.042373147,0.036840286,0.03512742,0.05305513,0.02755549,0.047172427,0.0228664,0.025743727,0.040665485,0.02955069,0.016646132,0.017618628,0.014511079,0.01714785,0.015547568,0.00868136,0.008866015,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.083763786,0.564913332,0.150566265,0,1,0
1080,therefore in order to reach that we planned to recruit about 50 60 patients in each group within 2 years,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\20022872_element.csv,0.117979541,0.051013302,0.030765807,0.026896987,0.025636934,0.024899609,0.02440509,0.019462235,0.019984998,0.016903967,0.01714028,0.016491393,0.014998162,0.011641385,0.011135194,0.010388833,0.008949011,0.007085249,0.007246911,0.006297715,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04214232,0.085729718,0.905219853,0,0,1
1081,patients were assigned to bmsc or control group by means of restricted randomization permuted blocks randomization,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\20022872_element.csv,0.217379123,0.048396479,0.033788025,0.025995282,0.028530559,0.022762191,0.02582952,0.022137698,0.017623605,0.017439609,0.01720177,0.015884016,0.01643106,0.012412931,0.011575704,0.011396394,0.010172822,0.008170913,0.007528616,0.008229408,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.94721961,0.088164359,0.070114672,1,0,0
