id,text,file_path,otreatment,opatient,iprocedure,iss,idiagnostic,podisease,prss,prdisease,poage,idiagnostictest,poss,idisease,posize,potreatment,pophyconditon,pogender,poprocedure,pomedhistory,prbehavior,poclinical
1332,similar proportions of patients treated with oxytocin were successfully induced in both groups p 45 however in subjects who did not receive oxytocin significantly more 41 of 44 93 2 who were treated with misoprostol delivered vaginally within 24 hours compared with those treated with dinoprostone 21 of 34 61 8 p 001,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23999422_element.csv,0.291853428,0.109172955,0.115657516,0.052153066,0.056064371,0.060768627,0.045396201,0.053211972,0.053655069,0.041184869,0.040483557,0.040165361,0.047253728,0.034844026,0.03664675,0.035513345,0.02984417,0.026762102,0.025860699,0.023589242
1333,cesarean deliveries were performed less than 24 hours after treatment in 7 subjects in the dinoprostone group 38 9 compared with 6 in the misoprostol group 66 7,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23999422_element.csv,0.160315961,0.082788087,0.28308031,0.056455657,0.062138125,0.049804918,0.050309028,0.045747004,0.053228445,0.051252544,0.037141968,0.042213384,0.049548294,0.034558032,0.035093553,0.036704417,0.027097955,0.028606217,0.027246764,0.02549601
1334,the proportion of women who achieved vaginal delivery within 24 hours was significantly greater for nulliparous women in the misoprostol group 24 of 51 58 5 compared with the dinoprostone group 12 of 36 33 3 p 0270,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\23999422_element.csv,0.503234804,0.152512223,0.092883751,0.059631754,0.057975706,0.057949279,0.060089212,0.056396883,0.054365061,0.041096311,0.044532023,0.048243552,0.046177614,0.040579196,0.042068325,0.041358262,0.038668446,0.03097065,0.0313912,0.029407809
1335,given the fact that most patients with peripheral artery disease suffer from systemic atherosclerosis 36 patients with systemic cardiovascular disease might profit both locally and systemically from dual antiplatelet therapy particularly as regards a reduction in death stroke or myocardial infarction as reported in the charisma trial,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\24093324_element.csv,0.210653707,0.080695145,0.089808986,0.056817502,0.056727216,0.118252963,0.050723888,0.082467802,0.067671739,0.045846134,0.062218286,0.041344501,0.061662734,0.032393057,0.046580762,0.043658886,0.030346844,0.028389107,0.025400074,0.02624302
1336,in brief 80 patients 42 men mean age 70 years gave written informed consent and were enrolled in the trial according to the inclusion exclusion criteria table 1,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\24093324_element.csv,0.082316995,0.077280343,0.189770207,0.107442118,0.123746984,0.35266012,0.055155657,0.146815464,0.221683934,0.07511279,0.124003857,0.071679384,0.393801719,0.071876429,0.129218236,0.193700701,0.065672182,0.051797416,0.069731958,0.072799467
1337,methods a prospective randomized single center double blinded and placebo controlled clinical trial randomly assigned 40 patients to receive pre and postinterventional therapy with aspirin and clopidogrel,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\24093324_element.csv,0.067772225,0.06038516,0.68455714,0.081374668,0.095779017,0.110792257,0.052290194,0.120543577,0.061301205,0.060280547,0.047541611,0.050104156,0.244377732,0.038471404,0.068873875,0.100123443,0.044613782,0.034924015,0.035761576,0.054893933
1338,at 12 months after the primary intervention the positive effect of dual antiplatelet therapy did not persist after discontinuation of clopidogrel,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\24093324_element.csv,0.170202136,0.07579352,0.311303109,0.049504716,0.059450936,0.047356594,0.048467297,0.054095209,0.045393143,0.045679133,0.033834197,0.037398525,0.044726055,0.028879225,0.033373524,0.035626121,0.027220868,0.025439687,0.023035634,0.024417449
1339,furthermore new antiplatelet agents such as ticagrelor or prasugrel which are now used after coronary interventions should be assessed in patients with peripheral vascular diseases as well,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\24093324_element.csv,0.120294958,0.06427972,0.443720728,0.047754776,0.062012278,0.052845135,0.048642397,0.07116501,0.043613069,0.046027955,0.033964392,0.037826411,0.057248555,0.026643269,0.03596703,0.041726045,0.027586618,0.025474485,0.021645069,0.027634121
1340,the results of the mirror study showed that patients treated with clopidogrel aspirin compared to aspirin alone had significantly lower target lesion revascularization tlr rates at 6 months,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\24093324_element.csv,0.645447433,0.160398528,0.093161404,0.056607425,0.061642591,0.057347916,0.070555292,0.072606519,0.051967278,0.045159962,0.045911171,0.049875412,0.043286681,0.039582931,0.04325762,0.043250855,0.045782201,0.03102489,0.030016992,0.031061564
1341,conclusion in contrast to the first report of a reduction in the tlr at 6 months this advantage of dual antiplatelet therapy does not persist after stopping clopidogrel,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\24093324_element.csv,0.67525661,0.165369213,0.096755102,0.056739438,0.063639373,0.057369225,0.074671768,0.079207964,0.051988989,0.045973487,0.046643741,0.052665718,0.045359317,0.040739384,0.045652375,0.046498921,0.048792187,0.030964375,0.030448798,0.032956865
1342,at 6 months clopidogrel patients had significantly lower rates of tlr compared to placebo patients 2 5 vs 8 20 p 0 04,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\24093324_element.csv,0.606817961,0.16366379,0.097853154,0.061060239,0.060675099,0.055894885,0.069267921,0.060673587,0.052875262,0.045216992,0.046935443,0.050738275,0.041829154,0.041374788,0.044255257,0.042139646,0.04399446,0.0325776,0.032632068,0.030568697
1343,the present study was conducted to determine the effectiveness and safety of a titrated oral homogenized misoprostol solution compared with vaginal misoprostol tablets for the induction of labor in full term live pregnancies,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\24112746_element.csv,0.167469934,0.067607418,0.237594277,0.057479355,0.063623436,0.105323449,0.07169316,0.225943625,0.043926552,0.062737375,0.051507752,0.043038961,0.102542438,0.031021453,0.050791942,0.063898474,0.044101659,0.029388605,0.022351762,0.037212837
1344,assuming these rates a sample of 184 women would be needed to achieve a significance level of 5 and a statistical power of 80,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\24112746_element.csv,0.081252314,0.051736321,0.211687192,0.067830995,0.080211066,0.145274863,0.042070083,0.113023333,0.075365618,0.058182605,0.055891305,0.046516474,0.254384756,0.044106584,0.069295362,0.086854182,0.034715049,0.032899726,0.035481475,0.042213056
1345,the inclusion criteria were single live pregnancy pregnancy duration of 37 weeks or more indication for labor induction hypertension premature rupture of membranes diabetes or pregnancy duration of 41 weeks or more vertex presentation estimated fetal weight of less than 4000 g according to ultrasonography amniotic fluid index of more than 5 cm and modified bishop score of 6 or less,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\24112746_element.csv,0.108054735,0.072427757,0.104915977,0.077451289,0.084461592,0.315948963,0.055829339,0.096321933,0.153201386,0.072387688,0.129933089,0.059073366,0.12432389,0.050449155,0.093058206,0.086448565,0.046500187,0.042976059,0.047414746,0.039006118
1346,women with a single gestation n 200 were randomized to receive a titrated oral misoprostol solution initial misoprostol dose 20 g hour dose increased by 20 g hour every 6 hours up to 80 g hour for a maximum of 48 doses or vaginal misoprostol tablets 25 g of misoprostol every 6 hours for a maximum of 8 doses,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\24112746_element.csv,0.079098858,0.064279884,0.706067026,0.065992855,0.079624146,0.068392374,0.057393134,0.075647019,0.055801265,0.065781288,0.043561008,0.049677804,0.101083532,0.035054877,0.051622931,0.062405907,0.035327166,0.034854572,0.029228527,0.041920755
1347,during the study period 450 women were referred to the participating hospitals for labor induction fig,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\24112746_element.csv,0.068317853,0.059337348,0.297316372,0.0854109,0.099292003,0.156641036,0.044402186,0.127785936,0.093862429,0.065671898,0.060006507,0.054394163,0.376300931,0.052676793,0.08201769,0.123437457,0.042409938,0.036244757,0.04920955,0.055617485
1348,therefore 200 women remained in the study 100 of whom were randomly assigned to the oral misoprostol solution group and 100 to the vaginal misoprostol group,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\24112746_element.csv,0.059322126,0.055555377,0.528200984,0.077170804,0.091422096,0.105066746,0.043595988,0.096664563,0.069085829,0.059117682,0.046187114,0.048865002,0.285001367,0.041411646,0.068677627,0.097590394,0.036986183,0.033036854,0.039062925,0.049594149
1349,all women included in the study were accompanied according to standard routine for their clinical condition and fetal well being was evaluated by intermittent fetal auscultation or intrapartum cardiotocography 19,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\24112746_element.csv,0.072514102,0.055316411,0.167553306,0.066471122,0.089581266,0.256526083,0.041153904,0.101266436,0.125670537,0.062503718,0.094405912,0.049236119,0.206172734,0.047733556,0.089137174,0.101525091,0.039562564,0.035371698,0.039783727,0.038090087
1350,numbers from 1 to 200 were randomly allocated to 2 groups designated a and b and the resulting lists were sent to the pharmaceutical company in charge of the drug preparation,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\24112746_element.csv,0.082558423,0.055087835,0.512811482,0.059268583,0.065080874,0.061133895,0.041671351,0.068409279,0.047067117,0.052229155,0.034676917,0.041745048,0.119914934,0.030434189,0.044546243,0.054718602,0.026532825,0.029330347,0.025681838,0.033498548
1351,the initial dose of the oral solution was 20 g hour 10 ml hour of misoprostol or 10 ml hour of placebo for the first 6 hours which was increased by 20 g hour 10 ml hour every 6 hours by the attending nurse with a calibrated medicine cup if labor was not induced maximum dose 80 g hour or until the 48th dose,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\24112746_element.csv,0.08991643,0.067628726,0.687825263,0.065025978,0.077424027,0.062647358,0.059538603,0.06866125,0.055948887,0.062650569,0.04158118,0.049579136,0.082754008,0.035233553,0.048273671,0.057357572,0.034704678,0.033896975,0.029072983,0.039358675
1352,the vaginal tablet 25 g misoprostol or placebo was placed into the posterior fornix by the attending physician every 6 hours maximum dose 200 g or 8 tablets,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\24112746_element.csv,0.086386301,0.065301724,0.693887234,0.064385459,0.078367658,0.06436301,0.057319231,0.066754565,0.05581364,0.061928347,0.041662801,0.049142376,0.094114117,0.035333417,0.048434664,0.058632165,0.034702059,0.033714704,0.029371634,0.039375171
1353,a non reassuring fetal heart rate fhr pattern evaluated using cardiotocography or intermittent fetal auscultation was defined as the persistence of a baseline fhr of less than 110 bpm presence of late fhr decelerations reduction in fhr following uterine contractions or presence of fetal tachycardia persistent fhr of more than 160 bpm 19,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\24112746_element.csv,0.150917962,0.068764232,0.122614026,0.056928977,0.058185261,0.098853737,0.050224837,0.079330027,0.060882084,0.047896858,0.056292351,0.038958922,0.059027907,0.030555328,0.045220379,0.039598037,0.028181821,0.02837852,0.023572069,0.024729906
1354,approximately 70 of the women preferred the oral solution,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\24112746_element.csv,0.148161083,0.080931492,0.287755013,0.058285061,0.066030726,0.050458763,0.042431489,0.044987671,0.053229261,0.043182269,0.034778543,0.045557283,0.077850491,0.038178131,0.039620064,0.042790465,0.027271634,0.02798515,0.02824099,0.029227769
1355,of the 92 women who required oxytocin 44 47 8 delivered within 24 hours in the oral group and 48 52 2 in the vaginal group p 0 69,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\24112746_element.csv,0.115682304,0.078401245,0.174134403,0.064243719,0.072125539,0.087782539,0.037829842,0.049641214,0.074532531,0.04799844,0.044361215,0.045543544,0.113639794,0.04273909,0.048685335,0.050228328,0.027347594,0.032297637,0.030697474,0.030495122
1356,with respect to the mother s preference regarding the route of administration 69 5 95 ci 62 6 75 8 of the women reported that they would prefer the oral solution to the vaginal tablets should they need to use the drug to induce labor in a subsequent pregnancy,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\24112746_element.csv,0.260323942,0.097333662,0.162068427,0.050043665,0.054528225,0.049362421,0.046332337,0.055661209,0.04753207,0.040896617,0.035461955,0.038111679,0.042675156,0.031926744,0.033613846,0.03372775,0.028418129,0.0247593,0.023625491,0.022666279
1357,the cochrane review 3 reported a greater need for oxytocin in women using oral misoprostol 57 than in those with vaginal administration 51 a finding that is in agreement with the results from another randomized controlled trial 13,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\24112746_element.csv,0.547324657,0.1411971,0.096034966,0.052596614,0.057747852,0.054253031,0.061967969,0.072320767,0.048557419,0.039812732,0.039905012,0.045514353,0.045952503,0.035728518,0.039993454,0.040857863,0.040508833,0.026891584,0.02598704,0.027805444
