id,text,file_path,p,i,o
1331,in addition proportions were similar between groups for women with indications for induction other than status postterm whereas significantly more misoprostol treated postterm women delivered vaginally within 24 hours 37 of 48 77 1 compared with dinoprostonetreated women 25 of 45 55 6 p 028,F:\PythonProjects\TestFastBert\PICOElement\23999422_element.csv,0,0,1
1332,although more women in the dinoprostone vaginal insert group whose bishop score at baseline was 4 or 5 had successful induction 17 of 20 85 0 compared with the misoprostol group 13 of 21 61 9 the difference was not statistically significant p 095,F:\PythonProjects\TestFastBert\PICOElement\23999422_element.csv,0,0,1
1333,although the induction success was similar in misoprostol group women with baseline bishop scores of 3 or less compared with 4 5 p 346 significantly more women with a baseline bishop score of 3 or less in the misoprostol group had successful induction 43 of 59 72 9 compared with women with low scores in the dinoprostone group 27 of 60 45 0 p 002,F:\PythonProjects\TestFastBert\PICOElement\23999422_element.csv,0,0,1
1334,similar proportions of patients treated with oxytocin were successfully induced in both groups p 45 however in subjects who did not receive oxytocin significantly more 41 of 44 93 2 who were treated with misoprostol delivered vaginally within 24 hours compared with those treated with dinoprostone 21 of 34 61 8 p 001,F:\PythonProjects\TestFastBert\PICOElement\23999422_element.csv,0,0,1
1335,cesarean deliveries were performed less than 24 hours after treatment in 7 subjects in the dinoprostone group 38 9 compared with 6 in the misoprostol group 66 7,F:\PythonProjects\TestFastBert\PICOElement\23999422_element.csv,0,0,1
1336,the proportion of women who achieved vaginal delivery within 24 hours was significantly greater for nulliparous women in the misoprostol group 24 of 51 58 5 compared with the dinoprostone group 12 of 36 33 3 p 0270,F:\PythonProjects\TestFastBert\PICOElement\23999422_element.csv,0,0,1
1337,given the fact that most patients with peripheral artery disease suffer from systemic atherosclerosis 36 patients with systemic cardiovascular disease might profit both locally and systemically from dual antiplatelet therapy particularly as regards a reduction in death stroke or myocardial infarction as reported in the charisma trial,F:\PythonProjects\TestFastBert\PICOElement\24093324_element.csv,1,1,0
1338,in brief 80 patients 42 men mean age 70 years gave written informed consent and were enrolled in the trial according to the inclusion exclusion criteria table 1,F:\PythonProjects\TestFastBert\PICOElement\24093324_element.csv,1,0,0
1339,methods a prospective randomized single center double blinded and placebo controlled clinical trial randomly assigned 40 patients to receive pre and postinterventional therapy with aspirin and clopidogrel,F:\PythonProjects\TestFastBert\PICOElement\24093324_element.csv,1,1,0
1340,at 12 months after the primary intervention the positive effect of dual antiplatelet therapy did not persist after discontinuation of clopidogrel,F:\PythonProjects\TestFastBert\PICOElement\24093324_element.csv,0,1,0
1341,furthermore new antiplatelet agents such as ticagrelor or prasugrel which are now used after coronary interventions should be assessed in patients with peripheral vascular diseases as well,F:\PythonProjects\TestFastBert\PICOElement\24093324_element.csv,0,1,0
1342,the results of the mirror study showed that patients treated with clopidogrel aspirin compared to aspirin alone had significantly lower target lesion revascularization tlr rates at 6 months,F:\PythonProjects\TestFastBert\PICOElement\24093324_element.csv,0,0,1
1343,conclusion in contrast to the first report of a reduction in the tlr at 6 months this advantage of dual antiplatelet therapy does not persist after stopping clopidogrel,F:\PythonProjects\TestFastBert\PICOElement\24093324_element.csv,0,0,1
1344,at 6 months clopidogrel patients had significantly lower rates of tlr compared to placebo patients 2 5 vs 8 20 p 0 04,F:\PythonProjects\TestFastBert\PICOElement\24093324_element.csv,0,0,1
1345,the present study was conducted to determine the effectiveness and safety of a titrated oral homogenized misoprostol solution compared with vaginal misoprostol tablets for the induction of labor in full term live pregnancies,F:\PythonProjects\TestFastBert\PICOElement\24112746_element.csv,1,0,0
1346,assuming these rates a sample of 184 women would be needed to achieve a significance level of 5 and a statistical power of 80,F:\PythonProjects\TestFastBert\PICOElement\24112746_element.csv,1,0,0
1347,the inclusion criteria were single live pregnancy pregnancy duration of 37 weeks or more indication for labor induction hypertension premature rupture of membranes diabetes or pregnancy duration of 41 weeks or more vertex presentation estimated fetal weight of less than 4000 g according to ultrasonography amniotic fluid index of more than 5 cm and modified bishop score of 6 or less,F:\PythonProjects\TestFastBert\PICOElement\24112746_element.csv,1,0,0
1348,women with a single gestation n 200 were randomized to receive a titrated oral misoprostol solution initial misoprostol dose 20 g hour dose increased by 20 g hour every 6 hours up to 80 g hour for a maximum of 48 doses or vaginal misoprostol tablets 25 g of misoprostol every 6 hours for a maximum of 8 doses,F:\PythonProjects\TestFastBert\PICOElement\24112746_element.csv,1,1,0
1349,during the study period 450 women were referred to the participating hospitals for labor induction fig,F:\PythonProjects\TestFastBert\PICOElement\24112746_element.csv,1,0,0
1350,therefore 200 women remained in the study 100 of whom were randomly assigned to the oral misoprostol solution group and 100 to the vaginal misoprostol group,F:\PythonProjects\TestFastBert\PICOElement\24112746_element.csv,1,1,0
1351,all women included in the study were accompanied according to standard routine for their clinical condition and fetal well being was evaluated by intermittent fetal auscultation or intrapartum cardiotocography 19,F:\PythonProjects\TestFastBert\PICOElement\24112746_element.csv,0,1,0
1352,numbers from 1 to 200 were randomly allocated to 2 groups designated a and b and the resulting lists were sent to the pharmaceutical company in charge of the drug preparation,F:\PythonProjects\TestFastBert\PICOElement\24112746_element.csv,0,1,0
1353,the initial dose of the oral solution was 20 g hour 10 ml hour of misoprostol or 10 ml hour of placebo for the first 6 hours which was increased by 20 g hour 10 ml hour every 6 hours by the attending nurse with a calibrated medicine cup if labor was not induced maximum dose 80 g hour or until the 48th dose,F:\PythonProjects\TestFastBert\PICOElement\24112746_element.csv,0,1,0
1354,the vaginal tablet 25 g misoprostol or placebo was placed into the posterior fornix by the attending physician every 6 hours maximum dose 200 g or 8 tablets,F:\PythonProjects\TestFastBert\PICOElement\24112746_element.csv,0,1,0
1355,a non reassuring fetal heart rate fhr pattern evaluated using cardiotocography or intermittent fetal auscultation was defined as the persistence of a baseline fhr of less than 110 bpm presence of late fhr decelerations reduction in fhr following uterine contractions or presence of fetal tachycardia persistent fhr of more than 160 bpm 19,F:\PythonProjects\TestFastBert\PICOElement\24112746_element.csv,0,1,0
1356,approximately 70 of the women preferred the oral solution,F:\PythonProjects\TestFastBert\PICOElement\24112746_element.csv,0,0,1
1357,of the 92 women who required oxytocin 44 47 8 delivered within 24 hours in the oral group and 48 52 2 in the vaginal group p 0 69,F:\PythonProjects\TestFastBert\PICOElement\24112746_element.csv,0,0,1
1358,with respect to the mother s preference regarding the route of administration 69 5 95 ci 62 6 75 8 of the women reported that they would prefer the oral solution to the vaginal tablets should they need to use the drug to induce labor in a subsequent pregnancy,F:\PythonProjects\TestFastBert\PICOElement\24112746_element.csv,0,0,1
1359,the cochrane review 3 reported a greater need for oxytocin in women using oral misoprostol 57 than in those with vaginal administration 51 a finding that is in agreement with the results from another randomized controlled trial 13,F:\PythonProjects\TestFastBert\PICOElement\24112746_element.csv,0,0,1
1360,gestational age 34 42 weeks 3,F:\PythonProjects\TestFastBert\PICOElement\24431667_element.csv,1,0,0
1361,objective to compare the efficacy of oral with vaginal misoprostol for induction of labour,F:\PythonProjects\TestFastBert\PICOElement\24431667_element.csv,1,0,0
1362,singleton viable pregnancy 4,F:\PythonProjects\TestFastBert\PICOElement\24431667_element.csv,1,0,0
1363,primigravida 2,F:\PythonProjects\TestFastBert\PICOElement\24431667_element.csv,1,0,0
1364,the patients were randomly allocated to either group a n 100 who received oral tablet misoprostol 50 mcg 6 hourly for maximum four doses or group b n 100 who received vaginal tablet misoprostol 50 mcg 6 hourly for maximum four doses,F:\PythonProjects\TestFastBert\PICOElement\24431667_element.csv,0,1,0
